Komentar,text_clean,Label_Teks,Label_Angka
yg ga ngeluh biasanya hidungnya ga ada beban 🤣🤣,tidak ngeluh biasa hidung tidak beban,Negatif,-1
ga terlalu ngaruh kalo naiknya 20 tahun lagi,tidak terlalu ngaruh kalau naik tahun,Negatif,-1
"ga usah gratis pak, murahin aja tarifny klo bs di samakan dgn yg lain tatifnya.. 😏",tidak usah gratis murahin tarifny kalau di sama yang tatifnya,Negatif,-1
Gak usah gratis pak yang penting jangan naik,usah gratis yang penting jangan naik,Negatif,-1
gak usah dinaikin tapi rata bayar semua,usah dinaikin tapi rata bayar semua,Negatif,-1
gk usah pake ai anjrr,gk usah pake ai anjrr,Negatif,-1
ga usah ada prioritas wong sama-sama bayar 7000.,tidak usah prioritas wong sama sama bayar,Negatif,-1
"tije dalam kota jkrta 3500,, tije luar jkrta tambah 2000 ato 3500,,",tije kota jkrta tije luar jkrta tambah ato,Negatif,-1
Yang tinggal di Aceh: 😁,tinggal aceh,Negatif,-1
"tinggal bilang ""bapak butuh uang tambahan""🗿🗿",tinggal bapak butuh uang tambah,Negatif,-1
tinggal lin jejak biar rame 🗿,tinggal lin jejak rame,Negatif,-1
tiyono 56 naik kucing aja naik kucing juga enakkk 10-27 0 Reply,tiyono naik kucing naik kucing enak,Negatif,-1
"TNI, polri naik transum?",tni polri naik transportasi umum,Negatif,-1
TNI Polri gak naik tj kok pak. ngapain hadeeh,tni polri naik transjakarta pak ngapain hadeeh,Negatif,-1
TNI sesering apa si naek TJ,tni sering apa naik transjakarta,Negatif,-1
"trans metro pekanbaru 4000, ank skolah yg berpakaian skolah gratis",trans metro pekanbaru ank skolah pakai skolah gratis,Negatif,-1
trans smrg buat pelajar aja cuma 1k pak 😔,trans smrg buat ajar cuma k,Negatif,-1
Transjakarta digunakan karena murah kalo mahal ya balik lagi ke kendaraan pribadi,transjakarta guna murah kalau mahal balik ke kendara pribadi,Negatif,-1
itu tj jg gapernah dibersihin gasihhh😀😀 harga naik tp selalu clean bisa gak? wkwkwkwkwk trs jangan ada ac netes2,transjakarta jg gapernah dibersihin gasih harga naik tapi selalu clean gak wkwkwkwkwk trs jangan ac netes,Negatif,-1
TJ ternyata dah 20 tahun 😭 perasaan baru kemaren 😭 aku dah tuwaaaaa 😭,transjakarta nyata dah tahun asa baru kemaren dah tuwa,Negatif,-1
trust me tapi gaji mereka gede2 bisa dua digit. 11-1 0 Reply,trust me tapi gaji gede dua digit,Negatif,-1
yg setuju naik biasanya bukan pengguna tj,tuju naik biasa bukan guna transjakarta,Negatif,-1
"Setuju naik tp yg antar kota aja kyk Jakarta - Bogor, kalo dalam kota jangan naik krn gaji kami yg sebulan cuma 2 jt terbantu sekali dgn tarif 3500",tuju naik tapi antar kota kyk jakarta bogor kalau kota jangan naik gaji yang bulan cuma jt bantu sekali tarif,Negatif,-1
twkles 😳😳😳 10-27 0 Reply,twkles,Negatif,-1
udah berlaku apa blm yaa tarif 5k ini?,udah laku apa belum yaa tarif k,Negatif,-1
"udah 20 tahun tapi daerah gue belom ada tj, kapan ya kira kira daerah gue dapat juga transum fasilitas vip gini",udah tahun tapi daerah gue bom transjakarta kapan kira kira daerah gue juga transportasi umum fasilitas vip gin,Negatif,-1
umr naik jg dongggg,umr naik jg,Negatif,-1
UMR naik 7jt,umr naik jt,Negatif,-1
"UMR naik, makanya harga nya ikut naik, mungkin gitu alasannya wkwk",umr naik makanya harga ikut naik mungkin gitu alas,Negatif,-1
umr juga naikin😁,umr naikin,Negatif,-1
UMR NAIKIN GA SI😭,umr naikin tidak,Negatif,-1
untung udh pindah,untung pindah,Negatif,-1
untung ga naek TJ 😁,untung tidak naik transjakarta,Negatif,-1
urusan naik paling gercep,urus naik paling gercep,Negatif,-1
urusan naik paling gercep wkwk,urus naik paling gercep,Negatif,-1
username Kredit motor lah woyyyyy... sama aja kan kalo dalam sebulan sama ongkos pp nya hahaha 11-1 0 Reply,username kredit motor lah woy sama kan kalau bulan sama ongkos pulang pergi hahaha,Negatif,-1
van persie koridor 13 selalu ngantri.. 10-28 0 Reply,van persie koridor selalu ngantri,Negatif,-1
"waah, bisa² mahasiswa turun lg neh,",waah mahasiswa turun lg neh,Negatif,-1
wajar gasih 5rb😭,wajar gasih rb,Negatif,-1
wargacilodong🦕 Cus ahhh motoran aja kerjanya🤣 10-27 0 Reply,wargacilodong cus ah motor kerja,Negatif,-1
Wedding Content Creator kita bayar pajak tiap hari tapi entah untuk apa wkkw 10-31 0 Reply,wedding content creator bayar pajak tiap hari tapi entah apa wkkw,Negatif,-1
"whyuaajlprmvna.p ngisi saldo 10ribu, bus 3.500 cukup 2x naik doang😂😂😂. Ini jadi 5.000🗿 10-27 0 Reply",whyuaajlprmvna p ngisi uang ribu bus cukup x naik doang jadi,Negatif,-1
whz @b @oleander @🗝️ ALAMAK WKWKWK 😁😁 10-27 0 Reply,whz alamak,Negatif,-1
Saya Wow 10-27 0 Reply,wow,Negatif,-1
woyyyyyyyyyyy,woy,Negatif,-1
3500 x 1 emang gak dapat apa apa.... tpi x brapa dulu....,x memang dapat apa apa tapi x brapa dulu,Negatif,-1
"24X 3.500 aja pada males tap in & tap out, gimana 5000. 😌 10-28 0 Reply",x pada males tempel in tempel out gimana,Negatif,-1
5000x2= 10.000 pulang pergi 10.000x30= 300.000 sebulan mayan juga ya,x pulang pergi x bulan mayan ya,Negatif,-1
1500 x 2 x 5 x 4 =60.000,x x x,Negatif,-1
yahhh kocagg,kocagg,Negatif,-1
ada yg jual motor second ga,yang jual motor second tidak,Negatif,-1
youseeme sebelum jam 7 pagi tetep 2rb ga yaaa? 10-26 1 Reply,youseeme jam pagi tetep rb tidak reply,Negatif,-1
Yunt Ok?! 11-8 0 Reply,yunt reply,Negatif,-1
dari zaman pake kertas 😭,zaman pake kertas,Negatif,-1
Alie78aljabar maunya yg gratis dan murah mulu😁 10-26 1 Reply,aliealjabar mau gratis murah mulu,Positif,1
anjg cuma naik segitu pada ngk mau 🤣🤣,anjg cuma naik segitu ngk mau,Positif,1
apa kabar gw lrt 20rb sekali naik 😂,apa kabar lrt rb sekali naik,Positif,1
Baca komentar!!Punya kendaran pribadi tapiiiiiii cuma dengan 5rbu berkomentar ??? Sehatkah??,baca komentar punya kendaran pribadi tapi cuma rbu komentar sehat,Positif,1
"Badut Naikin oke, nah problem yang tap keambil 2x udah clear blm tuh 👀 10-26 1 Reply",badut naikin oke nah problem tempel ambil x udah clear belum reply,Positif,1
"saya bangga dengan gubenur jakarta saat ini, saya percaya anda menaikan tarif Transjakarta ada dasar kuat, bukan sekedar menaikan menaikan saja tanpa dasar yg tidak jelas. semangat pagi, hiraukan orang² yg komen tidak setuju, mayoritas yang gak setuju bukan orang jakarta, tapi orang bodetabek, yang gubenerunya pada gak mau bantu Transjakarta yang melayani warga bodetabek di jakarta.",bangga gubenur jakarta ini percaya naik tarif transjakarta dasar kuat bukan dar naik naik tanpa dasar tidak jelas semangat pagi hirau orang komen tidak tuju mayoritas gak tuju bukan orang jakarta tapi orang bodetabek gubenerunya gak mau bantu transjakarta layan warga bodetabek jakarta,Positif,1
di banjarmasin udh duluan tarifnya 5.000,banjarmasin duluan tarif,Positif,1
barleymint udah seharusnya naik si.. dari 2005 sampe skarang 3500 10-25 60 Reply,barleymint udah naik dari sampe skarang,Positif,1
cinnamon🌵 5k juga msh bgus.ngojol/bwa kendaraan sndri jga cape dan lbh dr 5k 10-26 1 Reply,cinnamon k masih bgus ngojol bwa kendara sndri jga cape lbh dr k,Positif,1
"coba deh kalian bayangin sebelum tj sebanyak skg, berapa x kalian naik angkot ke t4 tujuan, tiap naik angkot bayar, apa ga boncos tuh. skg mah enak 3500 dah bisa keliling jkt bisa smpe bogor, tangerang bekasi jg, sudah ber AC ga ada pengamen, ga ngetem jg bisnya. dlu saya ke kantor dr jakbar ke jakpus kemayoran pp 30rb. skg naik tj pp 7rb 😄",coba kalian bayangin transjakarta banyak skg berapa x kalian naik mikrotrans t tuju tiap naik mikrotrans bayar apa tidak boncos skg enak dah keliling jkt sampai bogor tangerang bekas jg ber ac tidak amen tidak ngetem jg bis dulu kantor dr jakbar ke jakpus mayor pulang pergi rb skg naik transjakarta pulang pergi rb,Positif,1
coba pemda jakarta tagihin pemkot bodetabek buat nombok 40% beban subsidi tj. enak aja pemkot sekitar gabut doang digendong jakarta puluhan tahun.,coba pemda jakarta tagihin pemkot bodetabek buat nombok beban subsidi transjakarta enak pemkot gabut doang gendong jakarta puluh tahun,Positif,1
"cuma goceng ya allah, dramatis bgt lu pada 😭😭😭",cuma lima ribu allah dramatis kamu,Positif,1
"yg di sby udh 5k, tapi enak ada harga pelajar/mahasiswa 2.5k",di sby k tapi enak harga ajar mahasiswa k,Positif,1
"dpras (kebot's version)🧣 salut buat tije 20 tahun baru naikin tarif, hal tepat jika melihat situasi keuangan di negeri ini 10-26 4 Reply",dpras bot s version salut buat tije tahun baru naikin tarif tepat lihat situasi uang negeri reply,Positif,1
dwieki_ Gue setuju tarif TJ naik ga masalah dari pada gaji DPR yg naik👍 10-26 39 Reply,dwieki gue tuju tarif transjakarta naik tidak masalah pada gaji dpr naik,Positif,1
5000 gapa mobilnya suka lama dateng,gapa mobil suka lama dateng,Positif,1
gmn caranya itu mesin tau klo yang ngetap pelajar ya pak,bagaimana cara mesin kalau ngetap ajar pak,Positif,1
"grow a garden bayar 5 rb buat transportasi ngeluh, lu minum kopi di cafe2 pd bisa, lagian ini tarif dari 2005,wajar naik gua mendukung kok program nya 10-26 5 Reply",grow a garden bayar rb buat transportasi ngeluh kamu minum kopi cafe pd lagi tarif wajar naik dukung program reply,Positif,1
"Guys please, atleast jauh dekat itu masih 5K, in other country atleast bayar per distance, bayangin BLOK M - PIK cuman 5rb loh, sdgkam kalau u naik pribadi or online transport bisa more than that, jdi udhlaah lets just appreciate it, memang kita sdh masuk inflasi, kalau mau blame ke pemerintah minta naikin UMR",guys please atleast jauh dekat masih k in other country atleast bayar per distance bayangin blok m pik cuman rb sdgkam kalau naik pribadi or online transport more than that jdi udhlaah lets just appreciate it memang sudah masuk inflasi kalau mau blame perintah minta naikin umr,Positif,1
Gua berharap naik ceban malah,harap naik puluh ribu malah,Positif,1
"jadi 5000 gue masih sudi tp kalo jadi 9000 gue gasudi selama pelayanannya masih gini gini aja, nunggu di terminal bisa sampe 50 menit!",jadi gue sudi tapi kalau jadi gue gasudi lama layan gin gin nunggu terminal sampe menit,Positif,1
@Dishub DKI Jakarta @Pemprov DKI Jakarta @pramonoanung @Transjakarta gpp naik tapi semua penumpang wajib bayar hapus KARTU LAYANAN GRATIS @ranokarno,dki jakarta dki jakarta gpp naik tapi semua tumpang wajib bayar hapus kartu layan gratis,Positif,1
"kadang banyak yg nggak pd tap sih jd tj rugi d kayaknya makanya kesadaran sendiri lah pd tap in dan tap out walau pak supir nya nggak lihat tapi kan ada melihat kelakuan kita yaitu Allah, tuhan kalian",kadang banyak nggak pd tempel jd transjakarta rugi kayak makanya sadar sendiri lah pd tempel in tempel out pak supir nggak lihat tapi ada lihat laku yaitu allah tuhan kalian,Positif,1
Kalau masih banyak komplen sih keterlaluan sih orang Jakarta padahal cuma naik 1500 rupiah,kalau banyak komplen terlalu orang jakarta padahal cuma naik rupiah,Positif,1
KLO NAIK SAMPAI 7000 terlalu berat...klo naik jd 5000 msh OKE lah...krn diawal ongkos msh 2000 trs naik jd 3500 jd klo naik jd 5000 sih msh dibilang wajar,kalau naik terlalu berat kalau naik oke lah awal ongkos trs naik kalau naik jd sih masih bilang wajar,Positif,1
kl naik 4.000 - 5.000 masih wajar.dari Jakarta ke bogor dari jakarta ke tangerang dari jakarta ke bekasi..dari jakarta ke depok..kl gak ada subsidi jabodetabek pasti gak dinaikkan..blm lagi jaklingko..yg gratis..jakarta kl angkutan umum lbh murah seindonesia..,kalau naik wajar jakarta bogor jakarta tangerang jakarta bekas jakarta depok kalau ada subsidi jabodetabek gak naik belum mikrotrans gratis jakarta kalau angkut umum lbh murah indonesia,Positif,1
"klo saran sy tarif 10ribupun gak masalah,, d jakarta kan UMR 9juta",kalau saran tarif ribu masalah jakarta umr juta,Positif,1
"kalau gw sih setuju kok 5ribu GK JD ,bahkan gw yg tinggal bukan non DKI atau julukan seribu angkot aja bahkan tarif nya lebih dr Busway gw justru iri",kalau sih tuju ribu gk bahkan yang tinggal bukan non dki juluk ribu mikrotrans bahkan tarif lebih dr busway justru iri,Positif,1
Mas L Pasti awal2 doang kok merasa berat tapi nnti setelah dijalanin mah enjoy aja 10-27 0 Reply,l awal doang rasa berat tapi nnti dijalanin enjoy reply,Positif,1
"Lestarioctaviani Wajar naik kok. Transportasi TJ itu bagus. dari transportasi nya yg bersih, AC yg full, apalagi ada bus listrik yg bisa charger baterai HP. naik angkot aja skg udah Rp 4000 dan 1 Jurusan. ini bisa berpindah dari Kota Jakbar ke Jaksel, Jakut atau Jaktim dengan 1 moda transportasi. Masih worth it banget. Ga suka kenaikannya, cari transportasi lain aja. 10-27 0 Reply",lestarioctaviani wajar naik transportasi transjakarta bagus transportasi bersih ac full ada bus listrik yang bisa charger baterai hp naik mikrotrans skg udah rp jurus bisa pindah kota jakbar jaksel jakut jaktim moda transportasi worth it tidak suka naik cari transportasi saja,Positif,1
"Linda Transjakarta naik 5rb & bs di pakai untuk transit tnp hrs taping lg (klo tdk keluar halte) dgn jarak yg tdk terbatas (tergantung tujuan), sejak awal oprasi blom pernah ada kenaikan, menurut sy pribadi gpp naik ke 5rb, dr pd angkot yg tarif bergantung tarif deket 5rb tmbh jarak tmbh 2rb. 10-27 0 Reply",linda transjakarta naik rb di pakai transit tnp hrs taping lg kalau tdk keluar halte jarak tdk batas gantung tuju sejak awal oprasi blom pernah naik saya pribadi gpp naik rb dr pd mikrotrans tarif gantung tarif deket rb tmbh jarak tmbh rb,Positif,1
"naik jadi 5000 mah wajar"" aja dr thn 2005",naik jadi wajar dr thn,Positif,1
"seharusnya naik ke 10k,biar preman2 ga naik TJ lagi👍",naik k preman tidak naik transjakarta,Positif,1
"naik ke 5000 masih ok lah, jgn ke 7000, kasihan yg dibawah UMR.",naik masih lah ke kasihan bawah umr,Positif,1
Naik 1500 aja nyapnyap. Ya Allah meditnya,naik nyapnyap allah medit,Positif,1
naik 5rb pun GPP sih tapi klo Tapout nya kepotong 2x jd 10rb ya sama aja Rugi ga sesuai tarif di awal 5rb 🗿🗿,naik rb gpp tapi kalau tapout potong x rb sama rugi tidak sesuai tarif awal rb,Positif,1
"Naik 1,500 setelah 10thn lebih, dan masih ada yg protes? Dan minta gratis? Lu pada baca dah riset data transum tj tuh ngasih kurang lebih 10 penerima prioritas kartu tj gratis seumur hidup. Yg berbayar tuh untuk yg masih mampu, pekerja. Sekarang transum mana 5rb alsut-pik atau bogor-blok m bayar cuman 5rb?",naik thn lebih masih protes minta gratis kamu baca dah riset data transportasi umum transjakarta ngasih kurang lebih terima prioritas kartu transjakarta gratis umur hidup bayar untuk yang masih mampu kerja sekarang transportasi umum mana rb alsut pik bogor blok m bayar cuman rb,Positif,1
mantapppp👍 .dah seharusnya sih,mantap dah sih,Positif,1
mau naik sampe 50rb juga bodo amat 😅😅😅,mau naik sampe rb bodo,Positif,1
"Mending bayar goceng naik tj, bisa jauh ke ntah berantah, adem lagi. Dri pada naik angkot goceng jarak gk sampe 3km",mending bayar lima ribu naik transjakarta jauh ntah antah adem dri naik mikrotrans lima ribu jarak gk sampe km,Positif,1
angkot bi like : eh mayan nih kita turun kan tarif angkot 3k 😏,mikrotrans bi like eh mayan kita turun tarif mikrotrans k,Positif,1
"mistreated human gpp pak goceng, asal sistem tap in outnya benerin dl, kdg suka kepotong 2x kdg ga kebaca kdg nunggu success ajaa lamaa 10-26 1 Reply",mistreated human gpp lima ribu asal sistem tempel in outnya benerin dulu kdg suka potong x kdg tidak baca kdg nunggu success ajaa lamaa,Positif,1
"miwa yang ga setuju suruh jalan kaki aja anj, goceng aja protess 10-30 1 Reply",miwa tidak tuju suruh jalan kaki anj lima ribu protess,Positif,1
mm jihan naik tj 5 rb aj komplen gilrn nongkrong amkan nvopi diem bae😂 10-28 0 Reply,mm jih naik transjakarta rb komplen gilrn nongkrong amkan nvopi diem bae,Positif,1
monroe setuju naik.tp penumpang wajib duduk.jgn berdesak desakan kaya ikan rebus yg di susun.dan di tata kembali .rapi dan bersih.jgn berisik 10-30 0 Reply,monroe tuju naik tapi tumpang wajib duduk desak desa kaya ikan rebus di susun di tata rapi bersih berisik,Positif,1
msbrew yaelah murah itu udh serba enak jkt krl murah subsidi banyak subsidi sedangkan daerah lain ga ada transum subsidi 😏 10-27 0 Reply,msbrew yaelah murah sudah serba enak jkt krl murah subsidi banyak subsidi daerah tidak transportasi umum subsidi,Positif,1
5000 masih murah lah tapi mlh banyak yang komplen dari pada naik ojol lebih mahal lagi,murah lah tapi mlh banyak komplen pada naik ojol lebih mahal,Positif,1
naikin 500 jd 4000 biar pd semangat naik TJ👍,naikin biar pd semangat naik transjakarta,Positif,1
Naikin aja pak ngga apa kalo cuma Rp 5.000 mah,naikin pak ngga apa kalau cuma rp,Positif,1
Nisa_ Masih masuk akal ko 5000 10-26 2 Reply,nisa masuk akal ko,Positif,1
"Nitaa juan ga masalah dinaikkan asal Armada nya diperbanyak.. ini udah harus nunggu lama, berdiri berbelanja, mana perjalanan jauh 🥺🥺 10-27 2 Reply",nitaa juan tidak masalah naik asal armada banyak udah nunggu lama diri belanja mana jalan jauh,Positif,1
"Nounaa♡ terakhir naik transjakarta thn 2016,sejak itu jarang lebih sering ojek online,baru tau harganya masih sama trs skr naik 1500 mah ga masalah harusnya 10-26 0 Reply",nounaa akhir naik transjakarta thn sejak jarang lebih sering ojek online baru harga sama trs skr naik tidak masalah harus,Positif,1
"Noval77 yailah goceng doang ngeluh, busett dah 10-27 1 Reply",noval yailah lima ribu doang ngeluh busett dah,Positif,1
Ofix Aja naikin 10 rb gpp 10-25 28 Reply,ofix naikin rb gpp,Positif,1
"ola wajar deh, dari awal kaga naik naik kan, trayeknya juga makin luas 10-26 5 Reply",ola wajar dari awal tidak naik naik trayek makin luas,Positif,1
"sebagai orang perantau & kerja pake tj gue fine"" aja jir klo naik 5k, masih tergolong murah cok dibandingkan naik ojol/bawa kendaraan sendiri",orang rantau kerja pake transjakarta gue fine jir kalau naik k golong murah cok banding naik ojol bawa kendara sendiri,Positif,1
"🌹 pak, tapi jangan langsung 5rb, saya gapapa naik, tpi mohon perlahan pak, saya sedang cari kerja mondar mandir dengan transum😔😔 10-27 4 Reply",tapi jangan langsung rb gapapa naik tapi mohon perlahan saya sedang cari kerja mondar mandir transportasi umum,Positif,1
Gua gak ikhlas kalo harganya naik😭 gue suka eksplor kesana kemari kadang gonta ganti busway brt ke non brt kan😭,gak ikhlas kalau harga naik gue suka eksplor kesana kemari kadang gonta ganti busway brt non brt,Positif,1
"kenapa ga naik 500 Rp aja ,gaperlu naik sampe 1500 rp",tidak naik rp gaperlu naik sampe rp,Positif,1
tlng pikirkan kalau yg tdk bekerja mengenai harga jangan mahal mahal...kalau tarif 5000 rb masih bisa kejangkau.... seharusnya kalau ASN dan ABRi jangan gratis pa....kan mereka mempunyai penghadilan lebih tinggi...,tlng pikir kalau tdk kerja kena harga jangan mahal mahal kalau tarif rb bisa jangkau kalau asn abri jangan gratis pa mereka punya penghadilan lebih tinggi,Positif,1
Yaa gpp naik asal jangan berdiri dlm bis berjam jam kalo macet 😌 betis udh bekonde wkwkw,yaa gpp naik asal jangan diri dlm bis jam jam kalau macet betis bekonde wkwkw,Positif,1
"yaelah loe pd tau gk..naek d112 rambutan depok brp..15rb wkwkwkwk,timbang naek cenggo aja pd ribut..😂",yaelah loe pd gk naik rambutan depok berapa rb wkwkwkwk timbang naik cenggo pd ribut,Positif,1
"yailah nongkrong + beli kopi di starbucek lu sanggup²in, tj naek 1,5k aja marah 😅",yailah nongkrong beli kopi starbucek kamu sanggup in transjakarta naik k marah,Positif,1
Masih aja ada yang protes 5k masih murah cok. Lu beli kopi tuku aja 25k mampu aja,yang protes k murah cok kamu beli kopi tuku k mampu saja,Positif,1
